TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
ATL,10/27/2015,ATL vs. DET,L,239,94,-12
DET,10/27/2015,DET @ ATL,W,239,106,12
GSW,10/27/2015,GSW vs. NOP,W,241,111,16
CLE,10/27/2015,CLE @ CHI,L,240,95,-2
NOP,10/27/2015,NOP @ GSW,L,241,95,-16
CHI,10/27/2015,CHI vs. CLE,W,240,97,2
POR,10/28/2015,POR vs. NOP,W,240,112,18
LAC,10/28/2015,LAC @ SAC,W,240,111,7
CHA,10/28/2015,CHA @ MIA,L,240,94,-10
SAS,10/28/2015,SAS @ OKC,L,240,106,-6
DET,10/28/2015,DET vs. UTA,W,240,92,5
TOR,10/28/2015,TOR vs. IND,W,239,106,7
SAC,10/28/2015,SAC vs. LAC,L,240,104,-7
BKN,10/28/2015,BKN vs. CHI,L,238,100,-15
MIL,10/28/2015,MIL vs. NYK,L,240,97,-25
CLE,10/28/2015,CLE @ MEM,W,240,106,30
LAL,10/28/2015,LAL vs. MIN,L,240,111,-1
WAS,10/28/2015,WAS @ ORL,W,240,88,1
OKC,10/28/2015,OKC vs. SAS,W,241,112,6
CHI,10/28/2015,CHI @ BKN,W,239,115,15
IND,10/28/2015,IND @ TOR,L,241,99,-7
PHX,10/28/2015,PHX vs. DAL,L,238,95,-16
MIN,10/28/2015,MIN @ LAL,W,241,112,1
MIA,10/28/2015,MIA vs. CHA,W,239,104,10
HOU,10/28/2015,HOU vs. DEN,L,239,85,-20
BOS,10/28/2015,BOS vs. PHI,W,240,112,17
DAL,10/28/2015,DAL @ PHX,W,240,111,16
PHI,10/28/2015,PHI @ BOS,L,241,95,-17
ORL,10/28/2015,ORL vs. WAS,L,240,87,-1
DEN,10/28/2015,DEN @ HOU,W,241,105,20
NOP,10/28/2015,NOP @ POR,L,240,94,-18
UTA,10/28/2015,UTA @ DET,L,238,87,-5
NYK,10/28/2015,NYK @ MIL,W,240,122,25
MEM,10/28/2015,MEM vs. CLE,L,241,76,-30
DAL,10/29/2015,DAL @ LAC,L,238,88,-16
IND,10/29/2015,IND vs. MEM,L,240,103,-9
LAC,10/29/2015,LAC vs. DAL,W,240,104,16
MEM,10/29/2015,MEM @ IND,W,240,112,9
ATL,10/29/2015,ATL @ NYK,W,240,112,11
NYK,10/29/2015,NYK vs. ATL,L,239,101,-11
MIN,10/30/2015,MIN @ DEN,W,239,95,17
SAS,10/30/2015,SAS vs. BKN,W,242,102,27
CHI,10/30/2015,CHI @ DET,L,265,94,-4
WAS,10/30/2015,WAS @ MIL,W,239,118,5
BKN,10/30/2015,BKN @ SAS,L,238,75,-27
MIA,10/30/2015,MIA @ CLE,L,238,92,-10
UTA,10/30/2015,UTA @ PHI,W,241,99,28
MIL,10/30/2015,MIL vs. WAS,L,241,113,-5
SAC,10/30/2015,SAC vs. LAL,W,239,132,18
PHX,10/30/2015,PHX vs. POR,W,240,110,18
TOR,10/30/2015,TOR @ BOS,W,240,113,10
ORL,10/30/2015,ORL vs. OKC,L,290,136,-3
ATL,10/30/2015,ATL vs. CHA,W,241,97,3
CLE,10/30/2015,CLE vs. MIA,W,238,102,10
PHI,10/30/2015,PHI vs. UTA,L,238,71,-28
CHA,10/30/2015,CHA @ ATL,L,242,94,-3
BOS,10/30/2015,BOS vs. TOR,L,240,103,-10
GSW,10/30/2015,GSW @ HOU,W,239,112,20
POR,10/30/2015,POR @ PHX,L,241,92,-18
OKC,10/30/2015,OKC @ ORL,W,292,139,3
LAL,10/30/2015,LAL @ SAC,L,240,114,-18
HOU,10/30/2015,HOU vs. GSW,L,242,92,-20
DET,10/30/2015,DET vs. CHI,W,266,98,4
DEN,10/30/2015,DEN vs. MIN,L,240,78,-17
LAC,10/31/2015,LAC vs. SAC,W,239,114,5
GSW,10/31/2015,GSW @ NOP,W,241,134,14
UTA,10/31/2015,UTA @ IND,W,240,97,21
MEM,10/31/2015,MEM vs. BKN,W,240,101,10
SAC,10/31/2015,SAC @ LAC,L,239,109,-5
PHX,10/31/2015,PHX @ POR,W,240,101,11
WAS,10/31/2015,WAS vs. NYK,L,240,110,-7
NYK,10/31/2015,NYK @ WAS,W,240,117,7
IND,10/31/2015,IND vs. UTA,L,240,76,-21
NOP,10/31/2015,NOP vs. GSW,L,238,120,-14
POR,10/31/2015,POR vs. PHX,L,239,90,-11
BKN,10/31/2015,BKN @ MEM,L,240,91,-10
DAL,11/01/2015,DAL @ LAL,W,240,103,10
BOS,11/01/2015,BOS vs. SAS,L,241,87,-8
LAL,11/01/2015,LAL vs. DAL,L,239,93,-10
DEN,11/01/2015,DEN @ OKC,L,239,93,-24
OKC,11/01/2015,OKC vs. DEN,W,240,117,24
TOR,11/01/2015,TOR vs. MIL,W,238,106,19
ATL,11/01/2015,ATL @ CHA,W,240,94,2
HOU,11/01/2015,HOU @ MIA,L,239,89,-20
CHI,11/01/2015,CHI vs. ORL,W,240,92,5
ORL,11/01/2015,ORL @ CHI,L,240,87,-5
CHA,11/01/2015,CHA vs. ATL,L,238,92,-2
SAS,11/01/2015,SAS @ BOS,W,241,95,8
MIA,11/01/2015,MIA vs. HOU,W,241,109,20
MIL,11/01/2015,MIL @ TOR,L,241,87,-19
CLE,11/02/2015,CLE @ PHI,W,240,107,7
SAS,11/02/2015,SAS @ NYK,W,237,94,10
MEM,11/02/2015,MEM @ GSW,L,240,69,-50
PHI,11/02/2015,PHI vs. CLE,L,239,100,-7
OKC,11/02/2015,OKC @ HOU,L,239,105,-5
MIN,11/02/2015,MIN vs. POR,L,239,101,-5
PHX,11/02/2015,PHX @ LAC,L,241,96,-6
BKN,11/02/2015,BKN vs. MIL,L,240,96,-9
NYK,11/02/2015,NYK vs. SAS,L,238,84,-10
HOU,11/02/2015,HOU vs. OKC,W,240,110,5
MIL,11/02/2015,MIL @ BKN,W,240,103,9
POR,11/02/2015,POR @ MIN,W,239,106,5
LAC,11/02/2015,LAC vs. PHX,W,240,102,6
GSW,11/02/2015,GSW vs. MEM,W,238,119,50
NOP,11/03/2015,NOP vs. ORL,L,240,94,-9
LAL,11/03/2015,LAL vs. DEN,L,238,109,-11
MIA,11/03/2015,MIA vs. ATL,L,240,92,-6
DEN,11/03/2015,DEN @ LAL,W,240,120,11
CHA,11/03/2015,CHA vs. CHI,W,241,130,25
CHI,11/03/2015,CHI @ CHA,L,240,105,-25
IND,11/03/2015,IND @ DET,W,238,94,12
SAC,11/03/2015,SAC vs. MEM,L,239,89,-14
MEM,11/03/2015,MEM @ SAC,W,241,103,14
DAL,11/03/2015,DAL vs. TOR,L,240,91,-11
ATL,11/03/2015,ATL @ MIA,W,239,98,6
ORL,11/03/2015,ORL @ NOP,W,239,103,9
TOR,11/03/2015,TOR @ DAL,W,241,102,11
DET,11/03/2015,DET vs. IND,L,241,82,-12
MIL,11/04/2015,MIL vs. PHI,W,240,91,4
CLE,11/04/2015,CLE vs. NYK,W,239,96,10
UTA,11/04/2015,UTA vs. POR,L,239,92,-16
BKN,11/04/2015,BKN @ ATL,L,240,87,-14
ORL,11/04/2015,ORL @ HOU,L,265,114,-5
GSW,11/04/2015,GSW vs. LAC,W,240,112,4
SAC,11/04/2015,SAC @ PHX,L,238,97,-21
LAC,11/04/2015,LAC @ GSW,L,240,108,-4
POR,11/04/2015,POR @ UTA,W,239,108,16
OKC,11/04/2015,OKC vs. TOR,L,241,98,-5
HOU,11/04/2015,HOU vs. ORL,W,264,119,5
IND,11/04/2015,IND vs. BOS,W,239,100,2
SAS,11/04/2015,SAS @ WAS,L,240,99,-3
WAS,11/04/2015,WAS vs. SAS,W,240,102,3
BOS,11/04/2015,BOS @ IND,L,240,98,-2
TOR,11/04/2015,TOR @ OKC,W,240,103,5
NYK,11/04/2015,NYK @ CLE,L,241,86,-10
PHX,11/04/2015,PHX vs. SAC,W,242,118,21
ATL,11/04/2015,ATL vs. BKN,W,241,101,14
PHI,11/04/2015,PHI @ MIL,L,242,87,-4
OKC,11/05/2015,OKC @ CHI,L,241,98,-6
MEM,11/05/2015,MEM @ POR,L,241,96,-19
UTA,11/05/2015,UTA @ DEN,W,239,96,12
MIN,11/05/2015,MIN vs. MIA,L,240,84,-12
DEN,11/05/2015,DEN vs. UTA,L,241,84,-12
CHA,11/05/2015,CHA @ DAL,W,240,108,14
MIA,11/05/2015,MIA @ MIN,W,239,96,12
DAL,11/05/2015,DAL vs. CHA,L,241,94,-14
POR,11/05/2015,POR vs. MEM,W,241,115,19
CHI,11/05/2015,CHI vs. OKC,W,240,104,6
NOP,11/06/2015,NOP vs. ATL,L,240,115,-6
PHI,11/06/2015,PHI @ CLE,L,242,102,-6
BKN,11/06/2015,BKN vs. LAL,L,240,98,-6
CLE,11/06/2015,CLE vs. PHI,W,241,108,6
ATL,11/06/2015,ATL @ NOP,W,240,121,6
HOU,11/06/2015,HOU @ SAC,W,240,116,6
DEN,11/06/2015,DEN @ GSW,L,238,104,-15
IND,11/06/2015,IND vs. MIA,W,240,90,3
TOR,11/06/2015,TOR @ ORL,L,241,87,-5
WAS,11/06/2015,WAS @ BOS,L,242,98,-20
LAL,11/06/2015,LAL @ BKN,W,241,104,6
GSW,11/06/2015,GSW vs. DEN,W,242,119,15
MIA,11/06/2015,MIA @ IND,L,241,87,-3
ORL,11/06/2015,ORL vs. TOR,W,240,92,5
PHX,11/06/2015,PHX vs. DET,L,240,92,-8
NYK,11/06/2015,NYK vs. MIL,L,240,92,-7
SAC,11/06/2015,SAC vs. HOU,L,240,110,-6
DET,11/06/2015,DET @ PHX,W,239,100,8
BOS,11/06/2015,BOS vs. WAS,W,242,118,20
MIL,11/06/2015,MIL @ NYK,W,241,99,7
MIN,11/07/2015,MIN @ CHI,W,265,102,9
ATL,11/07/2015,ATL vs. WAS,W,240,114,15
ORL,11/07/2015,ORL @ PHI,W,240,105,10
NOP,11/07/2015,NOP @ DAL,L,239,98,-9
SAS,11/07/2015,SAS vs. CHA,W,240,114,20
WAS,11/07/2015,WAS @ ATL,L,240,99,-15
HOU,11/07/2015,HOU @ LAC,W,240,109,4
CHI,11/07/2015,CHI vs. MIN,L,265,93,-9
GSW,11/07/2015,GSW @ SAC,W,241,103,9
UTA,11/07/2015,UTA vs. MEM,W,240,89,10
SAC,11/07/2015,SAC vs. GSW,L,240,94,-9
DAL,11/07/2015,DAL vs. NOP,W,241,107,9
BKN,11/07/2015,BKN @ MIL,L,240,86,-8
MEM,11/07/2015,MEM @ UTA,L,241,79,-10
PHI,11/07/2015,PHI vs. ORL,L,238,97,-10
LAC,11/07/2015,LAC vs. HOU,L,239,105,-4
CHA,11/07/2015,CHA @ SAS,L,239,94,-20
MIL,11/07/2015,MIL vs. BKN,W,240,94,8
OKC,11/08/2015,OKC vs. PHX,W,241,124,21
POR,11/08/2015,POR vs. DET,L,240,103,-17
TOR,11/08/2015,TOR @ MIA,L,240,76,-20
LAL,11/08/2015,LAL @ NYK,L,240,95,-4
DET,11/08/2015,DET @ POR,W,240,120,17
PHX,11/08/2015,PHX @ OKC,L,239,103,-21
MIA,11/08/2015,MIA vs. TOR,W,239,96,20
CLE,11/08/2015,CLE vs. IND,W,240,101,4
IND,11/08/2015,IND @ CLE,L,239,97,-4
NYK,11/08/2015,NYK vs. LAL,W,239,99,4
ORL,11/09/2015,ORL @ IND,L,240,84,-13
DET,11/09/2015,DET @ GSW,L,240,95,-14
ATL,11/09/2015,ATL vs. MIN,L,239,107,-10
SAC,11/09/2015,SAC vs. SAS,L,239,88,-18
CHI,11/09/2015,CHI @ PHI,W,240,111,23
LAC,11/09/2015,LAC vs. MEM,W,241,94,2
MEM,11/09/2015,MEM @ LAC,L,240,92,-2
MIN,11/09/2015,MIN @ ATL,W,240,117,10
IND,11/09/2015,IND vs. ORL,W,239,97,13
POR,11/09/2015,POR @ DEN,L,240,104,-4
SAS,11/09/2015,SAS @ SAC,W,239,106,18
GSW,11/09/2015,GSW vs. DET,W,239,109,14
PHI,11/09/2015,PHI vs. CHI,L,240,88,-23
DEN,11/09/2015,DEN vs. POR,W,241,108,4
DAL,11/10/2015,DAL @ NOP,L,240,105,-15
MIL,11/10/2015,MIL vs. BOS,L,240,83,-16
OKC,11/10/2015,OKC @ WAS,W,240,125,24
MIN,11/10/2015,MIN vs. CHA,L,242,95,-9
NYK,11/10/2015,NYK @ TOR,W,239,111,2
CHA,11/10/2015,CHA @ MIN,W,240,104,9
WAS,11/10/2015,WAS vs. OKC,L,240,101,-24
NOP,11/10/2015,NOP vs. DAL,W,238,120,15
CLE,11/10/2015,CLE vs. UTA,W,241,118,4
TOR,11/10/2015,TOR vs. NYK,L,240,109,-2
MIA,11/10/2015,MIA vs. LAL,W,240,101,13
BOS,11/10/2015,BOS @ MIL,W,240,99,16
LAL,11/10/2015,LAL @ MIA,L,240,88,-13
UTA,11/10/2015,UTA @ CLE,L,239,114,-4
HOU,11/11/2015,HOU vs. BKN,L,240,98,-8
POR,11/11/2015,POR vs. SAS,L,241,101,-12
CHA,11/11/2015,CHA vs. NYK,W,240,95,2
TOR,11/11/2015,TOR @ PHI,W,241,119,16
MIL,11/11/2015,MIL @ DEN,L,239,102,-1
ORL,11/11/2015,ORL vs. LAL,W,241,101,2
SAC,11/11/2015,SAC vs. DET,W,240,101,9
DAL,11/11/2015,DAL vs. LAC,W,240,118,9.8
DEN,11/11/2015,DEN vs. MIL,W,239,103,1
LAL,11/11/2015,LAL @ ORL,L,240,99,-2
MEM,11/11/2015,MEM vs. GSW,L,240,84,-16
NYK,11/11/2015,NYK @ CHA,L,240,93,-2
GSW,11/11/2015,GSW @ MEM,W,241,100,16
IND,11/11/2015,IND @ BOS,W,241,102,11
PHI,11/11/2015,PHI vs. TOR,L,242,103,-16
BKN,11/11/2015,BKN @ HOU,W,241,106,8
DET,11/11/2015,DET @ SAC,L,240,92,-9
NOP,11/11/2015,NOP @ ATL,L,242,98,-8
LAC,11/11/2015,LAC @ DAL,L,242,108,-10
ATL,11/11/2015,ATL vs. NOP,W,241,106,8
BOS,11/11/2015,BOS vs. IND,L,240,91,-11
SAS,11/11/2015,SAS @ POR,W,241,113,12
LAC,11/12/2015,LAC @ PHX,L,240,104,-14
GSW,11/12/2015,GSW @ MIN,W,240,129,13
MIN,11/12/2015,MIN vs. GSW,L,240,116,-13
MIA,11/12/2015,MIA vs. UTA,W,239,92,1
UTA,11/12/2015,UTA @ MIA,L,241,91,-1
PHX,11/12/2015,PHX vs. LAC,W,238,118,14
HOU,11/13/2015,HOU @ DEN,L,241,98,-9
TOR,11/13/2015,TOR vs. NOP,W,239,100,19
UTA,11/13/2015,UTA @ ORL,L,241,93,-9
DEN,11/13/2015,DEN vs. HOU,W,240,107,9
SAC,11/13/2015,SAC vs. BKN,W,240,111,2
ORL,11/13/2015,ORL vs. UTA,W,240,102,9
DAL,11/13/2015,DAL vs. LAL,W,240,90,8
OKC,11/13/2015,OKC vs. PHI,W,240,102,17
BKN,11/13/2015,BKN @ SAC,L,240,109,-2
PHI,11/13/2015,PHI @ OKC,L,242,85,-17
MEM,11/13/2015,MEM vs. POR,W,240,101,1
NYK,11/13/2015,NYK vs. CLE,L,240,84,-6
CLE,11/13/2015,CLE @ NYK,W,240,90,6
NOP,11/13/2015,NOP @ TOR,L,239,81,-19
POR,11/13/2015,POR @ MEM,L,240,100,-1
ATL,11/13/2015,ATL @ BOS,L,240,93,-13
CHI,11/13/2015,CHI vs. CHA,W,241,102,5
CHA,11/13/2015,CHA @ CHI,L,241,97,-5
LAL,11/13/2015,LAL @ DAL,L,239,82,-8
BOS,11/13/2015,BOS vs. ATL,W,240,106,13
IND,11/13/2015,IND vs. MIN,W,240,107,4
MIN,11/13/2015,MIN @ IND,L,241,103,-4
LAC,11/14/2015,LAC vs. DET,W,241,101,5
DET,11/14/2015,DET @ LAC,L,239,96,-5
PHI,11/14/2015,PHI @ SAS,L,240,83,-9
PHX,11/14/2015,PHX vs. DEN,W,239,105,24
CLE,11/14/2015,CLE @ MIL,L,291,105,-3
GSW,11/14/2015,GSW vs. BKN,W,265,107,8
ORL,11/14/2015,ORL @ WAS,L,240,99,-9
MIL,11/14/2015,MIL vs. CLE,W,291,108,3
DAL,11/14/2015,DAL @ HOU,W,239,110,12
DEN,11/14/2015,DEN @ PHX,L,240,81,-24
SAS,11/14/2015,SAS vs. PHI,W,237,92,9
WAS,11/14/2015,WAS vs. ORL,W,241,108,9
BKN,11/14/2015,BKN @ GSW,L,265,99,-8
HOU,11/14/2015,HOU vs. DAL,L,240,98,-12
ATL,11/15/2015,ATL vs. UTA,L,241,96,-1
BOS,11/15/2015,BOS @ OKC,W,241,100,15
MIN,11/15/2015,MIN vs. MEM,L,241,106,-8
DET,11/15/2015,DET @ LAL,L,240,85,-12
POR,11/15/2015,POR @ CHA,L,240,94,-12
OKC,11/15/2015,OKC vs. BOS,L,240,85,-15
NYK,11/15/2015,NYK vs. NOP,W,240,95,8
CHA,11/15/2015,CHA vs. POR,W,238,106,12
LAL,11/15/2015,LAL vs. DET,W,240,97,12
UTA,11/15/2015,UTA @ ATL,W,239,97,1
NOP,11/15/2015,NOP @ NYK,L,241,87,-8
MEM,11/15/2015,MEM @ MIN,W,240,114,8
TOR,11/15/2015,TOR @ SAC,L,241,101,-6
SAC,11/15/2015,SAC vs. TOR,W,239,107,6
LAL,11/16/2015,LAL @ PHX,L,240,101,-19
BOS,11/16/2015,BOS @ HOU,W,240,111,16
HOU,11/16/2015,HOU vs. BOS,L,241,95,-16
CHI,11/16/2015,CHI vs. IND,W,240,96,1
IND,11/16/2015,IND @ CHI,L,240,95,-1
PHX,11/16/2015,PHX vs. LAL,W,240,120,19
PHI,11/16/2015,PHI vs. DAL,L,239,86,-6
DAL,11/16/2015,DAL @ PHI,W,241,92,6
POR,11/16/2015,POR @ SAS,L,240,80,-13
MEM,11/16/2015,MEM vs. OKC,W,238,122,8
SAS,11/16/2015,SAS vs. POR,W,241,93,13
OKC,11/16/2015,OKC @ MEM,L,242,114,-8
TOR,11/17/2015,TOR @ GSW,L,240,110,-5
DET,11/17/2015,DET vs. CLE,W,239,104,5
CLE,11/17/2015,CLE @ DET,L,239,99,-5
WAS,11/17/2015,WAS vs. MIL,W,240,115,29
BKN,11/17/2015,BKN vs. ATL,W,240,90,2
CHA,11/17/2015,CHA @ NYK,L,239,94,-8
MIA,11/17/2015,MIA vs. MIN,L,240,91,-12
MIL,11/17/2015,MIL @ WAS,L,241,86,-29
MIN,11/17/2015,MIN @ MIA,W,240,103,12
ATL,11/17/2015,ATL @ BKN,L,240,88,-2
NOP,11/17/2015,NOP vs. DEN,L,240,98,-17
NYK,11/17/2015,NYK vs. CHA,W,241,102,8
DEN,11/17/2015,DEN @ NOP,W,240,115,17
GSW,11/17/2015,GSW vs. TOR,W,239,115,5
MIN,11/18/2015,MIN @ ORL,L,264,101,-3
BKN,11/18/2015,BKN @ CHA,L,241,111,-5
ORL,11/18/2015,ORL vs. MIN,W,265,104,3
OKC,11/18/2015,OKC vs. NOP,W,240,110,7
IND,11/18/2015,IND @ PHI,W,241,112,27
PHI,11/18/2015,PHI vs. IND,L,241,85,-27
ATL,11/18/2015,ATL vs. SAC,W,241,103,6
HOU,11/18/2015,HOU vs. POR,W,264,108,5
TOR,11/18/2015,TOR @ UTA,L,241,89,-4
SAC,11/18/2015,SAC @ ATL,L,239,97,-6
DEN,11/18/2015,DEN @ SAS,L,240,98,-11
SAS,11/18/2015,SAS vs. DEN,W,241,109,11
POR,11/18/2015,POR @ HOU,L,265,103,-5
DAL,11/18/2015,DAL @ BOS,W,240,106,4
PHX,11/18/2015,PHX vs. CHI,L,240,97,-6
UTA,11/18/2015,UTA vs. TOR,W,241,93,4
NOP,11/18/2015,NOP @ OKC,L,241,103,-7
BOS,11/18/2015,BOS vs. DAL,L,240,102,-4
CHI,11/18/2015,CHI @ PHX,W,240,103,6
CHA,11/18/2015,CHA vs. BKN,W,241,116,5
MIL,11/19/2015,MIL @ CLE,L,241,100,-15
SAC,11/19/2015,SAC @ MIA,L,240,109,-7
GSW,11/19/2015,GSW @ LAC,W,240,124,7
LAC,11/19/2015,LAC vs. GSW,L,240,117,-7
MIA,11/19/2015,MIA vs. SAC,W,240,116,7
CLE,11/19/2015,CLE vs. MIL,W,239,115,15
CHI,11/20/2015,CHI @ GSW,L,239,94,-12
LAC,11/20/2015,LAC @ POR,L,240,91,-11
MEM,11/20/2015,MEM vs. HOU,W,241,96,12
PHX,11/20/2015,PHX @ DEN,W,239,114,7
PHI,11/20/2015,PHI @ CHA,L,241,88,-25
MIN,11/20/2015,MIN vs. DET,L,239,86,-10
DAL,11/20/2015,DAL vs. UTA,W,240,102,9
BOS,11/20/2015,BOS vs. BKN,W,239,120,25
NOP,11/20/2015,NOP vs. SAS,W,239,104,14
SAS,11/20/2015,SAS @ NOP,L,241,90,-14
LAL,11/20/2015,LAL vs. TOR,L,240,91,-11
UTA,11/20/2015,UTA @ DAL,L,240,93,-9
BKN,11/20/2015,BKN @ BOS,L,241,95,-25
HOU,11/20/2015,HOU @ MEM,L,241,84,-12
DEN,11/20/2015,DEN vs. PHX,L,241,107,-7
CHA,11/20/2015,CHA vs. PHI,W,239,113,25
POR,11/20/2015,POR vs. LAC,W,241,102,11
OKC,11/20/2015,OKC vs. NYK,L,240,90,-3
GSW,11/20/2015,GSW vs. CHI,W,240,106,12
DET,11/20/2015,DET @ MIN,W,239,96,10
TOR,11/20/2015,TOR @ LAL,W,241,102,11
NYK,11/20/2015,NYK @ OKC,W,241,93,3
MIL,11/21/2015,MIL @ IND,L,239,86,-37
HOU,11/21/2015,HOU vs. NYK,L,240,102,-5
SAS,11/21/2015,SAS vs. MEM,W,240,92,10
ORL,11/21/2015,ORL vs. SAC,L,241,91,-6
IND,11/21/2015,IND vs. MIL,W,241,123,37
DET,11/21/2015,DET vs. WAS,L,240,95,-2
ATL,11/21/2015,ATL @ CLE,L,241,97,-12
WAS,11/21/2015,WAS @ DET,W,240,97,2
CLE,11/21/2015,CLE vs. ATL,W,240,109,12
NYK,11/21/2015,NYK @ HOU,W,241,107,5
PHI,11/21/2015,PHI @ MIA,L,240,91,-5
MEM,11/21/2015,MEM @ SAS,L,240,82,-10
SAC,11/21/2015,SAC @ ORL,W,240,97,6
MIA,11/21/2015,MIA vs. PHI,W,238,96,5
BKN,11/22/2015,BKN vs. BOS,W,240,111,10
LAL,11/22/2015,LAL vs. POR,L,240,93,-14
PHX,11/22/2015,PHX @ NOP,L,239,116,-6
TOR,11/22/2015,TOR @ LAC,W,240,91,11
GSW,11/22/2015,GSW @ DEN,W,241,118,13
DAL,11/22/2015,DAL @ OKC,L,240,114,-3
NOP,11/22/2015,NOP vs. PHX,W,239,122,6
BOS,11/22/2015,BOS @ BKN,L,241,101,-10
OKC,11/22/2015,OKC vs. DAL,W,241,117,3
LAC,11/22/2015,LAC vs. TOR,L,239,80,-11
DEN,11/22/2015,DEN vs. GSW,L,239,105,-13
POR,11/22/2015,POR @ LAL,W,241,107,14
UTA,11/23/2015,UTA vs. OKC,L,241,89,-22
NYK,11/23/2015,NYK @ MIA,L,239,78,-17
CHA,11/23/2015,CHA vs. SAC,W,265,127,5
SAS,11/23/2015,SAS vs. PHX,W,239,98,14
ORL,11/23/2015,ORL @ CLE,L,240,103,-14
DET,11/23/2015,DET @ MIL,L,241,88,-21
CLE,11/23/2015,CLE vs. ORL,W,240,117,14
