TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
HOU,03/18/2016,HOU vs. MIN,W,240,116,5
SAC,03/18/2016,SAC @ DET,L,241,108,-7
PHX,03/18/2016,PHX @ LAL,W,240,95,5
OKC,03/18/2016,OKC @ PHI,W,239,111,14
LAL,03/18/2016,LAL vs. PHX,L,240,90,-5
BKN,03/19/2016,BKN @ DET,L,240,103,-12
SAS,03/19/2016,SAS vs. GSW,W,240,87,8
CHI,03/19/2016,CHI vs. UTA,W,240,92,7
NYK,03/19/2016,NYK @ WAS,L,240,89,-10
IND,03/19/2016,IND vs. OKC,L,239,111,-4
ATL,03/19/2016,ATL vs. HOU,W,239,109,12
DET,03/19/2016,DET vs. BKN,W,240,115,12
DEN,03/19/2016,DEN @ CHA,W,241,101,8
GSW,03/19/2016,GSW @ SAS,L,240,79,-8
MIA,03/19/2016,MIA vs. CLE,W,239,122,21
MEM,03/19/2016,MEM vs. LAC,W,241,113,11
OKC,03/19/2016,OKC @ IND,W,240,115,4
HOU,03/19/2016,HOU @ ATL,L,241,97,-12
UTA,03/19/2016,UTA @ CHI,L,241,85,-7
WAS,03/19/2016,WAS vs. NYK,W,240,99,10
CHA,03/19/2016,CHA vs. DEN,L,240,93,-8
LAC,03/19/2016,LAC @ MEM,L,240,102,-11
CLE,03/19/2016,CLE @ MIA,L,240,101,-21
BOS,03/20/2016,BOS @ PHI,W,239,120,15
TOR,03/20/2016,TOR vs. ORL,W,240,105,5
NOP,03/20/2016,NOP vs. LAC,W,241,109,4
PHI,03/20/2016,PHI vs. BOS,L,239,105,-15
SAC,03/20/2016,SAC @ NYK,W,240,88,8
ORL,03/20/2016,ORL @ TOR,L,240,100,-5
DAL,03/20/2016,DAL vs. POR,W,266,132,12
POR,03/20/2016,POR @ DAL,L,265,120,-12
NYK,03/20/2016,NYK vs. SAC,L,240,80,-8
UTA,03/20/2016,UTA @ MIL,W,240,94,9
LAC,03/20/2016,LAC @ NOP,L,239,105,-4
MIL,03/20/2016,MIL vs. UTA,L,240,85,-9
IND,03/21/2016,IND vs. PHI,W,240,91,16
CHA,03/21/2016,CHA vs. SAS,W,241,91,3
ATL,03/21/2016,ATL vs. WAS,L,239,102,-15
CHI,03/21/2016,CHI vs. SAC,W,240,109,7
PHI,03/21/2016,PHI @ IND,L,240,75,-16
GSW,03/21/2016,GSW @ MIN,W,239,109,5
WAS,03/21/2016,WAS @ ATL,W,240,117,15
SAS,03/21/2016,SAS @ CHA,L,241,88,-3
DET,03/21/2016,DET vs. MIL,W,240,92,1
MEM,03/21/2016,MEM @ PHX,W,241,103,6
MIN,03/21/2016,MIN vs. GSW,L,240,104,-5
BOS,03/21/2016,BOS vs. ORL,W,239,107,11
SAC,03/21/2016,SAC @ CHI,L,240,102,-7
ORL,03/21/2016,ORL @ BOS,L,240,96,-11
MIL,03/21/2016,MIL @ DET,L,241,91,-1
CLE,03/21/2016,CLE vs. DEN,W,240,124,33
PHX,03/21/2016,PHX vs. MEM,L,239,97,-6
DEN,03/21/2016,DEN @ CLE,L,241,91,-33
HOU,03/22/2016,HOU @ OKC,L,239,107,-4
BKN,03/22/2016,BKN vs. CHA,L,240,100,-5
NOP,03/22/2016,NOP vs. MIA,L,239,99,-14
CHA,03/22/2016,CHA @ BKN,W,240,105,5
MIA,03/22/2016,MIA @ NOP,W,239,113,14
OKC,03/22/2016,OKC vs. HOU,W,241,111,4
MEM,03/22/2016,MEM @ LAL,L,239,100,-7
LAL,03/22/2016,LAL vs. MEM,W,239,107,7
MIN,03/23/2016,MIN vs. SAC,W,239,113,9
ORL,03/23/2016,ORL @ DET,L,240,102,-16
WAS,03/23/2016,WAS vs. ATL,L,239,101,-21
PHI,03/23/2016,PHI @ DEN,L,240,103,-1
MIL,03/23/2016,MIL @ CLE,L,241,104,-9
CLE,03/23/2016,CLE vs. MIL,W,239,113,9
SAC,03/23/2016,SAC @ MIN,L,240,104,-9
CHI,03/23/2016,CHI vs. NYK,L,240,107,-8
GSW,03/23/2016,GSW vs. LAC,W,238,114,16
UTA,03/23/2016,UTA @ HOU,W,241,89,2
TOR,03/23/2016,TOR @ BOS,L,239,79,-12
DEN,03/23/2016,DEN vs. PHI,W,240,104,1
DET,03/23/2016,DET vs. ORL,W,240,118,16
SAS,03/23/2016,SAS vs. MIA,W,239,112,24
PHX,03/23/2016,PHX vs. LAL,W,240,119,12
MIA,03/23/2016,MIA @ SAS,L,241,88,-24
HOU,03/23/2016,HOU vs. UTA,L,240,87,-2
ATL,03/23/2016,ATL @ WAS,W,239,122,21
DAL,03/23/2016,DAL @ POR,L,238,103,-6
BOS,03/23/2016,BOS vs. TOR,W,240,91,12
LAL,03/23/2016,LAL @ PHX,L,240,107,-12
NYK,03/23/2016,NYK @ CHI,W,241,115,8
POR,03/23/2016,POR vs. DAL,W,240,109,6
LAC,03/23/2016,LAC @ GSW,L,238,98,-16
LAC,03/24/2016,LAC vs. POR,W,239,96,2
CLE,03/24/2016,CLE @ BKN,L,238,95,-9
CHI,03/24/2016,CHI @ NYK,L,240,94,-12
NOP,03/24/2016,NOP @ IND,L,240,84,-8
BKN,03/24/2016,BKN vs. CLE,W,240,104,9
IND,03/24/2016,IND vs. NOP,W,240,92,8
NYK,03/24/2016,NYK vs. CHI,W,240,106,12
POR,03/24/2016,POR @ LAC,L,241,94,-2
OKC,03/24/2016,OKC vs. UTA,W,240,113,22
UTA,03/24/2016,UTA @ OKC,L,240,91,-22
GSW,03/25/2016,GSW vs. DAL,W,239,128,8
MIA,03/25/2016,MIA vs. ORL,W,239,108,11
LAL,03/25/2016,LAL vs. DEN,L,241,105,-11
CHA,03/25/2016,CHA @ DET,L,241,105,-7
DET,03/25/2016,DET vs. CHA,W,240,112,7
ATL,03/25/2016,ATL vs. MIL,W,240,101,11
DEN,03/25/2016,DEN @ LAL,W,241,116,11
MEM,03/25/2016,MEM @ SAS,L,241,104,-6
DAL,03/25/2016,DAL @ GSW,L,241,120,-8
SAS,03/25/2016,SAS vs. MEM,W,240,110,6
TOR,03/25/2016,TOR @ HOU,L,240,109,-3
HOU,03/25/2016,HOU vs. TOR,W,240,112,3
MIN,03/25/2016,MIN @ WAS,W,291,132,3
SAC,03/25/2016,SAC vs. PHX,W,240,116,22
ORL,03/25/2016,ORL @ MIA,L,240,97,-11
WAS,03/25/2016,WAS vs. MIN,L,290,129,-3
PHX,03/25/2016,PHX @ SAC,L,238,94,-22
MIL,03/25/2016,MIL @ ATL,L,240,90,-11
IND,03/26/2016,IND @ BKN,L,240,110,-10
UTA,03/26/2016,UTA @ MIN,W,239,93,9
OKC,03/26/2016,OKC vs. SAS,W,241,111,19
POR,03/26/2016,POR vs. PHI,W,240,108,3
CHI,03/26/2016,CHI @ ORL,L,240,89,-22
PHX,03/26/2016,PHX vs. BOS,L,240,99,-3
TOR,03/26/2016,TOR @ NOP,W,239,115,24
NOP,03/26/2016,NOP vs. TOR,L,241,91,-24
MIN,03/26/2016,MIN vs. UTA,L,240,84,-9
CLE,03/26/2016,CLE @ NYK,W,239,107,14
NYK,03/26/2016,NYK vs. CLE,L,240,93,-14
CHA,03/26/2016,CHA @ MIL,W,241,115,24
SAS,03/26/2016,SAS @ OKC,L,239,92,-19
BOS,03/26/2016,BOS @ PHX,W,240,102,3
PHI,03/26/2016,PHI @ POR,L,241,105,-3
ATL,03/26/2016,ATL @ DET,W,240,112,17
MIL,03/26/2016,MIL vs. CHA,L,239,91,-24
DET,03/26/2016,DET vs. ATL,L,241,95,-17
BKN,03/26/2016,BKN vs. IND,W,240,120,10
ORL,03/26/2016,ORL vs. CHI,W,240,111,22
SAC,03/27/2016,SAC vs. DAL,W,240,133,22
DEN,03/27/2016,DEN @ LAC,L,240,90,-15
WAS,03/27/2016,WAS @ LAL,W,239,101,13
LAC,03/27/2016,LAC vs. DEN,W,239,105,15
GSW,03/27/2016,GSW vs. PHI,W,239,117,12
DAL,03/27/2016,DAL @ SAC,L,239,111,-22
HOU,03/27/2016,HOU @ IND,L,241,101,-3
IND,03/27/2016,IND vs. HOU,W,241,104,3
PHI,03/27/2016,PHI @ GSW,L,241,105,-12
LAL,03/27/2016,LAL vs. WAS,L,240,88,-13
TOR,03/28/2016,TOR vs. OKC,L,239,100,-19
SAC,03/28/2016,SAC @ POR,L,240,93,-12
BOS,03/28/2016,BOS @ LAC,L,240,90,-24
PHX,03/28/2016,PHX @ MIN,L,240,116,-5
MEM,03/28/2016,MEM vs. SAS,L,239,87,-14
BKN,03/28/2016,BKN @ MIA,L,239,99,-11
LAL,03/28/2016,LAL @ UTA,L,241,75,-48
MIN,03/28/2016,MIN vs. PHX,W,239,121,5
SAS,03/28/2016,SAS @ MEM,W,239,101,14
ATL,03/28/2016,ATL @ CHI,W,238,102,2
LAC,03/28/2016,LAC vs. BOS,W,240,114,24
DEN,03/28/2016,DEN vs. DAL,L,241,88,-9
DAL,03/28/2016,DAL @ DEN,W,241,97,9
POR,03/28/2016,POR vs. SAC,W,241,105,12
NYK,03/28/2016,NYK @ NOP,L,240,91,-8
UTA,03/28/2016,UTA vs. LAL,W,241,123,48
CHI,03/28/2016,CHI vs. ATL,L,240,100,-2
OKC,03/28/2016,OKC @ TOR,W,241,119,19
NOP,03/28/2016,NOP vs. NYK,W,240,99,8
MIA,03/28/2016,MIA vs. BKN,W,241,110,11
IND,03/29/2016,IND vs. CHI,L,241,96,-2
OKC,03/29/2016,OKC @ DET,L,239,82,-6
HOU,03/29/2016,HOU @ CLE,W,240,106,6
PHI,03/29/2016,PHI vs. CHA,L,240,85,-15
CLE,03/29/2016,CLE vs. HOU,L,241,100,-6
CHI,03/29/2016,CHI @ IND,W,242,98,2
BKN,03/29/2016,BKN @ ORL,L,240,105,-34
GSW,03/29/2016,GSW vs. WAS,W,240,102,8
ORL,03/29/2016,ORL vs. BKN,W,240,139,34
CHA,03/29/2016,CHA @ PHI,W,240,100,15
WAS,03/29/2016,WAS @ GSW,L,241,94,-8
DET,03/29/2016,DET vs. OKC,W,241,88,6
SAS,03/30/2016,SAS vs. NOP,W,241,100,8
MIA,03/30/2016,MIA @ LAL,L,265,100,-2
DAL,03/30/2016,DAL vs. NYK,W,240,91,2
UTA,03/30/2016,UTA vs. GSW,L,265,96,-7
DEN,03/30/2016,DEN @ MEM,W,240,109,4
NOP,03/30/2016,NOP @ SAS,L,241,92,-8
GSW,03/30/2016,GSW @ UTA,W,264,103,7
NYK,03/30/2016,NYK @ DAL,L,241,89,-2
PHX,03/30/2016,PHX @ MIL,L,240,94,-11
WAS,03/30/2016,WAS @ SAC,L,239,111,-9
MEM,03/30/2016,MEM vs. DEN,L,240,105,-4
LAC,03/30/2016,LAC @ MIN,W,241,99,20
MIL,03/30/2016,MIL vs. PHX,W,240,105,11
ATL,03/30/2016,ATL @ TOR,L,240,97,-8
TOR,03/30/2016,TOR vs. ATL,W,240,105,8
SAC,03/30/2016,SAC vs. WAS,W,240,120,9
MIN,03/30/2016,MIN vs. LAC,L,239,79,-20
LAL,03/30/2016,LAL vs. MIA,W,265,102,2
POR,03/31/2016,POR vs. BOS,W,238,116,7
DEN,03/31/2016,DEN @ NOP,L,241,95,-6
BOS,03/31/2016,BOS @ POR,L,240,109,-7
CLE,03/31/2016,CLE vs. BKN,W,241,107,20
CHI,03/31/2016,CHI @ HOU,W,240,103,3
IND,03/31/2016,IND vs. ORL,L,239,94,-20
HOU,03/31/2016,HOU vs. CHI,L,240,100,-3
LAC,03/31/2016,LAC @ OKC,L,239,117,-2
NOP,03/31/2016,NOP vs. DEN,W,239,101,6
OKC,03/31/2016,OKC vs. LAC,W,240,119,2
ORL,03/31/2016,ORL @ IND,W,239,114,20
BKN,03/31/2016,BKN @ CLE,L,241,87,-20
MIN,04/01/2016,MIN @ UTA,L,238,85,-13
MEM,04/01/2016,MEM vs. TOR,L,240,95,-4
BOS,04/01/2016,BOS @ GSW,W,240,109,3
CLE,04/01/2016,CLE @ ATL,W,265,110,2
GSW,04/01/2016,GSW vs. BOS,L,239,106,-3
PHX,04/01/2016,PHX vs. WAS,L,241,99,-7
WAS,04/01/2016,WAS @ PHX,W,240,106,7
MIL,04/01/2016,MIL vs. ORL,W,240,113,3
DAL,04/01/2016,DAL @ DET,W,240,98,9
ORL,04/01/2016,ORL @ MIL,L,242,110,-3
CHA,04/01/2016,CHA vs. PHI,W,240,100,9
UTA,04/01/2016,UTA vs. MIN,W,239,98,13
NYK,04/01/2016,NYK vs. BKN,W,240,105,14
MIA,04/01/2016,MIA @ SAC,W,238,112,6
SAC,04/01/2016,SAC vs. MIA,L,241,106,-6
TOR,04/01/2016,TOR @ MEM,W,239,99,4
PHI,04/01/2016,PHI @ CHA,L,241,91,-9
ATL,04/01/2016,ATL vs. CLE,L,264,108,-2
DET,04/01/2016,DET vs. DAL,L,240,89,-9
BKN,04/01/2016,BKN @ NYK,L,241,91,-14
DET,04/02/2016,DET @ CHI,W,239,94,4
PHI,04/02/2016,PHI vs. IND,L,240,102,-13
TOR,04/02/2016,TOR @ SAS,L,241,95,-7
SAC,04/02/2016,SAC @ DEN,W,241,115,9
POR,04/02/2016,POR vs. MIA,W,240,110,17
MIA,04/02/2016,MIA @ POR,L,240,93,-17
CHI,04/02/2016,CHI vs. DET,L,241,90,-4
IND,04/02/2016,IND @ PHI,W,240,115,13
DEN,04/02/2016,DEN vs. SAC,L,239,106,-9
SAS,04/02/2016,SAS vs. TOR,W,239,102,7
DAL,04/03/2016,DAL @ MIN,W,240,88,10
LAC,04/03/2016,LAC vs. WAS,W,240,114,5
CHI,04/03/2016,CHI @ MIL,W,240,102,4
IND,04/03/2016,IND @ NYK,W,241,92,5
LAL,04/03/2016,LAL vs. BOS,L,241,100,-7
BKN,04/03/2016,BKN vs. NOP,L,240,87,-19
WAS,04/03/2016,WAS @ LAC,L,240,109,-5
MIN,04/03/2016,MIN vs. DAL,L,238,78,-10
HOU,04/03/2016,HOU vs. OKC,W,240,118,8
GSW,04/03/2016,GSW vs. POR,W,239,136,25
BOS,04/03/2016,BOS @ LAL,W,240,107,7
PHX,04/03/2016,PHX vs. UTA,L,239,86,-15
MIL,04/03/2016,MIL vs. CHI,L,240,98,-4
MEM,04/03/2016,MEM @ ORL,L,241,107,-12
UTA,04/03/2016,UTA @ PHX,W,240,101,15
ORL,04/03/2016,ORL vs. MEM,W,240,119,12
CLE,04/03/2016,CLE vs. CHA,W,239,112,9
NYK,04/03/2016,NYK vs. IND,L,238,87,-5
POR,04/03/2016,POR @ GSW,L,239,111,-25
CHA,04/03/2016,CHA @ CLE,L,240,103,-9
OKC,04/03/2016,OKC @ HOU,L,239,110,-8
NOP,04/03/2016,NOP @ BKN,W,240,106,19
PHI,04/05/2016,PHI vs. NOP,W,242,107,14
CHI,04/05/2016,CHI @ MEM,L,239,92,-16
DEN,04/05/2016,DEN vs. OKC,L,241,102,-22
OKC,04/05/2016,OKC @ DEN,W,242,124,22
CLE,04/05/2016,CLE @ MIL,W,241,109,29
MIL,04/05/2016,MIL vs. CLE,L,242,80,-29
MIA,04/05/2016,MIA vs. DET,W,240,107,18
SAC,04/05/2016,SAC vs. POR,L,240,107,-8
MEM,04/05/2016,MEM vs. CHI,W,240,108,16
DET,04/05/2016,DET @ MIA,L,239,89,-18
CHA,04/05/2016,CHA @ TOR,L,239,90,-6
TOR,04/05/2016,TOR vs. CHA,W,241,96,6
PHX,04/05/2016,PHX @ ATL,L,242,90,-13
POR,04/05/2016,POR @ SAC,W,239,115,8
MIN,04/05/2016,MIN @ GSW,W,266,124,7
LAL,04/05/2016,LAL @ LAC,L,240,81,-22
GSW,04/05/2016,GSW vs. MIN,L,266,117,-7
NOP,04/05/2016,NOP @ PHI,L,241,93,-14
ATL,04/05/2016,ATL vs. PHX,W,242,103,13
SAS,04/05/2016,SAS @ UTA,W,240,88,2
UTA,04/05/2016,UTA vs. SAS,L,239,86,-2
LAC,04/05/2016,LAC vs. LAL,W,240,103,22
IND,04/06/2016,IND vs. CLE,W,240,123,14
BKN,04/06/2016,BKN @ WAS,L,242,103,-18
NYK,04/06/2016,NYK vs. CHA,L,239,97,-14
CLE,04/06/2016,CLE @ IND,L,239,109,-14
BOS,04/06/2016,BOS vs. NOP,W,240,104,7
DAL,04/06/2016,DAL vs. HOU,W,240,88,2
LAC,04/06/2016,LAC @ LAL,W,240,91,10
CHA,04/06/2016,CHA @ NYK,W,240,111,14
DET,04/06/2016,DET @ ORL,W,240,108,4
LAL,04/06/2016,LAL vs. LAC,L,241,81,-10
OKC,04/06/2016,OKC @ POR,L,241,115,-5
WAS,04/06/2016,WAS vs. BKN,W,238,121,18
ORL,04/06/2016,ORL vs. DET,L,239,104,-4
POR,04/06/2016,POR vs. OKC,W,239,120,5
NOP,04/06/2016,NOP @ BOS,L,240,97,-7
HOU,04/06/2016,HOU @ DAL,L,239,86,-2
SAS,04/07/2016,SAS @ GSW,L,241,101,-11
MIA,04/07/2016,MIA vs. CHI,W,240,106,8
SAC,04/07/2016,SAC vs. MIN,L,240,97,-8
ATL,04/07/2016,ATL vs. TOR,W,239,95,8
PHX,04/07/2016,PHX @ HOU,W,240,124,9
CHI,04/07/2016,CHI @ MIA,L,240,98,-8
GSW,04/07/2016,GSW vs. SAS,W,241,112,11
HOU,04/07/2016,HOU vs. PHX,L,239,115,-9
MIN,04/07/2016,MIN @ SAC,W,240,105,8
TOR,04/07/2016,TOR @ ATL,L,240,87,-8
SAS,04/08/2016,SAS @ DEN,L,240,98,-4
WAS,04/08/2016,WAS @ DET,L,240,99,-13
NYK,04/08/2016,NYK @ PHI,W,241,109,7
MIA,04/08/2016,MIA @ ORL,L,239,109,-3
BOS,04/08/2016,BOS vs. MIL,W,239,124,15
UTA,04/08/2016,UTA vs. LAC,L,264,99,-3
DAL,04/08/2016,DAL vs. MEM,W,240,103,10
ORL,04/08/2016,ORL vs. MIA,W,240,112,3
DET,04/08/2016,DET vs. WAS,W,239,112,13
DEN,04/08/2016,DEN vs. SAS,W,241,102,4
IND,04/08/2016,IND @ TOR,L,241,98,-13
LAL,04/08/2016,LAL @ NOP,L,240,102,-8
PHI,04/08/2016,PHI vs. NYK,L,240,102,-7
BKN,04/08/2016,BKN @ CHA,L,240,99,-14
NOP,04/08/2016,NOP vs. LAL,W,239,110,8
MEM,04/08/2016,MEM @ DAL,L,242,93,-10
LAC,04/08/2016,LAC @ UTA,W,266,102,3
TOR,04/08/2016,TOR vs. IND,W,241,111,13
CHA,04/08/2016,CHA vs. BKN,W,239,113,14
MIL,04/08/2016,MIL @ BOS,L,240,109,-15
MIN,04/09/2016,MIN @ POR,W,239,106,1
CLE,04/09/2016,CLE @ CHI,L,242,102,-3
CHI,04/09/2016,CHI vs. CLE,W,240,105,3
ATL,04/09/2016,ATL vs. BOS,W,240,118,11
BOS,04/09/2016,BOS @ ATL,L,241,107,-11
POR,04/09/2016,POR vs. MIN,L,240,105,-1
GSW,04/09/2016,GSW @ MEM,W,239,100,1
PHX,04/09/2016,PHX @ NOP,W,239,121,21
MEM,04/09/2016,MEM vs. GSW,L,242,99,-1
SAC,04/09/2016,SAC vs. OKC,W,240,114,2
OKC,04/09/2016,OKC @ SAC,L,239,112,-2
NOP,04/09/2016,NOP vs. PHX,L,240,100,-21
LAL,04/10/2016,LAL @ HOU,L,239,110,-20
DEN,04/10/2016,DEN vs. UTA,L,241,84,-16
ORL,04/10/2016,ORL @ MIA,L,242,96,-22
UTA,04/10/2016,UTA @ DEN,W,240,100,16
IND,04/10/2016,IND vs. BKN,W,240,129,24
MIL,04/10/2016,MIL @ PHI,W,265,109,1
MIA,04/10/2016,MIA vs. ORL,W,241,118,22
DAL,04/10/2016,DAL @ LAC,L,242,91,-7
WAS,04/10/2016,WAS vs. CHA,W,241,113,15
SAS,04/10/2016,SAS vs. GSW,L,239,86,-6
NYK,04/10/2016,NYK vs. TOR,L,240,89,-4
HOU,04/10/2016,HOU vs. LAL,W,240,130,20
CHA,04/10/2016,CHA @ WAS,L,241,98,-15
LAC,04/10/2016,LAC vs. DAL,W,240,98,7
TOR,04/10/2016,TOR @ NYK,W,240,93,4
GSW,04/10/2016,GSW @ SAS,W,238,92,6
PHI,04/10/2016,PHI vs. MIL,L,264,108,-1
BKN,04/10/2016,BKN @ IND,L,240,105,-24
ATL,04/11/2016,ATL @ CLE,L,240,94,-15
WAS,04/11/2016,WAS @ BKN,W,241,120,9
NOP,04/11/2016,NOP vs. CHI,L,241,116,-5
BOS,04/11/2016,BOS vs. CHA,L,240,100,-14
OKC,04/11/2016,OKC vs. LAL,W,239,112,33
CLE,04/11/2016,CLE vs. ATL,W,240,109,15
CHA,04/11/2016,CHA @ BOS,W,240,114,14
MIN,04/11/2016,MIN vs. HOU,L,239,105,-24
PHX,04/11/2016,PHX vs. SAC,L,239,101,-4
BKN,04/11/2016,BKN vs. WAS,L,240,111,-9
CHI,04/11/2016,CHI @ NOP,W,239,121,5
LAL,04/11/2016,LAL @ OKC,L,240,79,-33
UTA,04/11/2016,UTA vs. DAL,L,240,92,-9
DAL,04/11/2016,DAL @ UTA,W,239,101,9
ORL,04/11/2016,ORL vs. MIL,W,240,107,9
HOU,04/11/2016,HOU @ MIN,W,239,129,24
SAC,04/11/2016,SAC @ PHX,W,240,105,4
MIL,04/11/2016,MIL @ ORL,L,241,98,-9
IND,04/12/2016,IND vs. NYK,W,241,102,12
MEM,04/12/2016,MEM @ LAC,L,240,84,-26
LAC,04/12/2016,LAC vs. MEM,W,239,110,26
PHI,04/12/2016,PHI @ TOR,L,240,98,-24
DET,04/12/2016,DET vs. MIA,L,240,93,-6
NYK,04/12/2016,NYK @ IND,L,240,90,-12
OKC,04/12/2016,OKC @ SAS,L,265,98,-4
MIA,04/12/2016,MIA @ DET,W,239,99,6
SAS,04/12/2016,SAS vs. OKC,W,264,102,4
TOR,04/12/2016,TOR vs. PHI,W,239,122,24
MEM,04/13/2016,MEM @ GSW,L,240,104,-21
GSW,04/13/2016,GSW vs. MEM,W,240,125,21
DET,04/13/2016,DET @ CLE,W,266,112,2
LAL,04/13/2016,LAL vs. UTA,W,239,101,5
ATL,04/13/2016,ATL @ WAS,L,240,98,-11
WAS,04/13/2016,WAS vs. ATL,W,240,109,11
POR,04/13/2016,POR vs. DEN,W,241,107,8
DEN,04/13/2016,DEN @ POR,L,240,99,-8
CHI,04/13/2016,CHI vs. PHI,W,240,115,10
NOP,04/13/2016,NOP @ MIN,L,240,109,-35
CHA,04/13/2016,CHA vs. ORL,W,240,117,14
MIA,04/13/2016,MIA @ BOS,L,240,88,-10
HOU,04/13/2016,HOU vs. SAC,W,239,116,35
SAS,04/13/2016,SAS @ DAL,W,240,96,5
SAC,04/13/2016,SAC @ HOU,L,238,81,-35
ORL,04/13/2016,ORL @ CHA,L,240,103,-14
UTA,04/13/2016,UTA @ LAL,L,240,96,-5
MIL,04/13/2016,MIL vs. IND,L,240,92,-5
PHX,04/13/2016,PHX vs. LAC,W,240,114,9
PHI,04/13/2016,PHI @ CHI,L,241,105,-10
TOR,04/13/2016,TOR @ BKN,W,241,103,7
BKN,04/13/2016,BKN vs. TOR,L,240,96,-7
LAC,04/13/2016,LAC @ PHX,L,241,105,-9
MIN,04/13/2016,MIN vs. NOP,W,240,144,35
BOS,04/13/2016,BOS vs. MIA,W,240,98,10
IND,04/13/2016,IND @ MIL,W,240,97,5
DAL,04/13/2016,DAL vs. SAS,L,240,91,-5
CLE,04/13/2016,CLE vs. DET,L,265,110,-2
